96,293,143,292,148,339,92,341,CỬA
150,292,219,290,219,335,149,339,HÀNG
222,295,303,282,303,336,223,336,THUỐC
306,292,357,282,357,332,309,333,THÚ
360,294,382,294,378,332,365,332,Y
399,290,465,280,470,327,402,330,THỨC
473,283,511,281,511,326,474,326,ĂN
517,288,556,287,562,326,516,327,GIA
565,279,620,278,621,324,568,325,SÚC
45,350,285,340,283,431,40,438,LƯU
309,350,667,340,672,420,313,429,DUNG
338,434,457,431,459,443,339,446,54.A 8009332
24,462,53,462,53,478,25,478,ĐC
63,460,89,456,88,476,61,478,SỐ
93,460,124,459,123,477,93,477,108
138,457,209,456,211,475,139,476,ĐƯỜNG
213,454,261,453,260,474,213,475,TRẦN
264,454,303,452,303,471,264,472,PHÚ
320,453,402,450,403,470,320,472,PHƯỜNG
409,453,417,452,419,469,405,470,4
434,452,477,450,479,468,433,469,TPVL
519,448,556,446,558,469,519,469,ĐT
565,445,698,442,701,463,565,467,0703.820550
395,560,434,557,434,581,400,583,108
246,434,271,433,272,446,247,448,Số
273,435,326,434,326,445,273,447,ĐKKD
