7,375,31,404,26,409,2,381,###
47,399,60,387,65,393,53,406,###
59,385,73,370,80,377,65,392,###
27,409,47,409,42,420,28,420,###
85,330,113,330,113,345,86,346,CN
120,325,175,323,174,343,120,345,CÔNG
181,327,210,325,204,342,181,343,TY
217,316,249,314,246,339,215,341,CỔ
254,316,313,313,314,337,254,340,PHẦN
321,317,397,314,397,333,322,337,LƯƠNG
404,312,467,309,469,333,405,336,THỰC
475,307,540,304,542,330,479,332,THỰC
550,298,621,295,623,322,551,325,PHẨM
629,298,690,296,691,318,635,320,VĨNH
700,299,764,296,768,314,702,317,LONG
97,347,182,344,181,401,90,406,CỬA
193,347,319,342,320,399,189,402,HÀNG
328,354,447,349,449,394,329,399,KINH
459,349,634,341,638,387,459,392,DOANH
648,339,761,334,764,388,651,397,GẠO
79,417,209,415,196,440,71,441,CHUYÊN
211,420,300,419,289,438,202,438,CUNG
311,408,376,408,371,435,300,438,CẤP
383,409,420,408,412,433,378,435,SỈ
427,412,457,414,454,433,421,433,&
470,407,514,405,509,432,464,432,LẺ
524,410,601,408,592,434,515,435,GẠO
615,399,687,400,679,426,604,429,CÁC
694,404,787,400,780,427,690,429,LOẠI
3,456,9,456,7,463,2,465,:
11,453,22,454,21,464,9,464,65
26,450,60,450,59,463,23,465,ĐƯỜNG
62,453,69,453,67,465,60,465,3
70,449,104,449,105,464,70,464,THÁNG
107,451,115,452,113,464,107,463,2
124,448,167,449,167,463,125,463,PHƯỜNG
170,452,177,452,176,462,170,462,1
186,448,229,448,229,462,188,462,TP.VĨNH
232,450,261,450,261,462,232,461,LONG
630,438,661,437,662,451,631,452,ĐT:
666,436,783,432,783,447,666,451,0703.828239
